VH-VL pair,split
5i9q_H0-L0,train
5i9q_B0-C0,train
5itb_H0-L0,valid
5j74_A0-A1,train
5j74_B0-B1,train
5j75_B0-B1,train
5j75_A0-A1,train
6bpc_B0-C0,train
6bpc_E0-F0,train
6bpb_A0-B0,train
6btj_A0-B0,train
6btj_H0-L0,train
6mlm_F0-G0,train
6mlm_K0-L0,train
6mlm_E0-I0,train
6gfe_K0-M0,valid
6gfe_H0-L0,unassigned
6gff_N0-M0,train
6gff_L0-K0,train
6ghg_H0-L0,train
6ghg_A0-B0,train
6lfx_A1-A0,train
6lfw_A1-A0,train
6lfv_A1-A0,train
6w5d_H0-L0,valid
6w5d_A0-B0,unassigned
6w7s_H0-L0,train
7c95_D0-C0,train
7c95_B0-A0,train
7c94_B0-A0,train
7c94_E0-D0,train
7k9h_H0-L0,train
7k9i_H0-L0,train
7k9j_H0-L0,train
7k9j_I0-M0,train
7k9j_J0-N0,train
7k9k_H0-L0,train
8eqf_H0-L0,train
3tt1_I0-M0,train
3tt1_H0-L0,train
3tt3_H0-L0,train
5jyl_D0-D1,train
5jyl_B0-B1,train
5jym_D0-D1,train
5jym_B0-B1,train
6lgw_A0-B0,train
6lgw_C0-D0,train
4m43_H0-L0,train
6xsw_A0-B0,train
6xsw_D0-E0,train
6xsw_G0-I0,train
6xsw_H0-L0,train
7sg5_H0-L0,test
7sg6_H0-L0,test
6b5l_H0-L0,train
6b5m_H0-L0,train
6b5n_H0-L0,train
6b5o_H0-L0,train
7st5_h0-l0,train
7st5_H0-L0,train
7stf_H0-L0,train
7yh6_H0-L0,train
7yh7_P0-Q0,train
7yh7_S0-R0,train
7yh7_V0-U0,train
8djg_C0-D0,train
8djg_A0-B0,train
8dwa_H0-L0,train
8f6o_A0-B0,train
4ocr_H0-L0,train
5y2k_A0-B0,train
5y2k_C0-D0,train
5y2k_E0-F0,train
5y2k_G0-H0,train
6j9o_H0-L0,train
5y2l_I0-J0,train
6k7o_B0-C0,train
6k7o_D0-E0,train
6k7o_F0-G0,train
6k7o_H0-L0,train
6m3b_C0-B0,test
7eyc_A0-B0,train
7eyc_H0-L0,train
7r8u_HHH0-LLL0,valid
7wue_E0-F0,train
7wue_C0-D0,train
7xs8_A0-L0,train
7xsb_H0-L0,train
7xsb_D0-F0,train
7xsb_G0-I0,train
7xsb_J0-K0,train
7yv1_H0-L0,train
8g4m_J0-K0,train
8g4m_D0-E0,train
8g4m_H0-L0,train
6s5a_H0-L0,train
6s8d_H0-L0,train
6s8d_P0-O0,train
6s8d_Y0-U0,train
6s8i_H0-L0,train
6s8i_P0-O0,train
6s8i_Y0-U0,train
6s8j_H0-L0,train
6s8j_P0-O0,train
6s8j_Y0-U0,train
6sf6_A0-B0,train
6sf6_H0-L0,train
6snc_H0-L0,train
6snc_B0-A0,train
6snd_B0-A0,train
6snd_H0-L0,train
6sni_H0-L0,train
6ss2_HHH0-LLL0,train
6srx_HHH0-LLL0,train
6srx_III0-MMM0,train
6svl_A0-B0,train
6svl_K0-M0,train
6svl_O0-P0,train
6svl_D0-E0,train
6svl_G0-I0,train
6svl_H0-L0,train
6sxi_A0-B0,train
6t3j_F0-G0,train
6t3j_A0-B0,train
6t3j_H0-I0,train
6t3j_C0-D0,train
6wla_H20-L20,train
6wla_H10-L10,train
6wla_H30-L30,train
4m7j_H0-L0,train
4m7z_B0-C0,train
4m7z_H0-L0,train
4m93_H0-L0,train
4m93_B0-C0,train
4ma1_B0-C0,train
4ma1_E0-F0,train
4ma1_H0-L0,train
4mxv_F0-E0,train
4mxv_H0-L0,train
4mxv_Y0-X0,train
7msq_H0-L0,valid
7msq_D0-E0,unassigned
7mu4_H0-L0,train
7t9m_H0-L0,train
8w85_E0-F0,train
8w85_A0-B0,train
1e6j_H0-L0,train
1e6o_H0-L0,train
1qok_A0-A1,train
4liq_H0-L0,train
4lvh_E0-F0,train
4lvh_K0-L0,train
4lvh_B0-C0,train
4lvh_H0-I0,train
4qxt_A0-B0,train
4qy8_A0-B0,train
4qyo_A0-B0,train
4r3s_A0-B0,train
5b71_D0-C0,train
5b71_B0-A0,train
5cp3_H0-A0,train
5cp7_H0-A0,train
5cp7_B0-C0,train
5cp7_D0-E0,train
5cp7_F0-G0,train
5do2_C0-D0,train
5do2_H0-L0,train
5it2_H0-L0,valid
5ysl_A0-B0,train
5ysl_C0-D0,train
5ysl_E0-F0,train
5ysl_G0-H0,train
6ca6_H0-L0,train
6ca6_B0-A0,train
7t74_H0-L0,train
6ca7_H0-L0,train
6ktr_F0-G0,train
6ktr_A0-B0,train
6kx1_A0-B0,train
6ldv_H0-L0,train
6m58_C0-D0,train
6m58_H0-L0,train
7stz_H0-L0,train
7stz_I0-M0,train
6cxy_H0-L0,train
7tow_H0-L0,train
7tow_A0-B0,train
8fdo_A0-B0,train
8cz8_D1-D0,train
8cz8_B1-B0,train
8dn6_E0-F0,train
8dn6_C0-D0,train
8dn7_D0-H0,train
8dn7_A0-B0,train
8guz_A0-B0,train
8guz_C0-D0,train
8gv0_A0-B0,train
8gv0_C0-D0,train
8gv0_E0-F0,train
8gv0_G0-H0,train
1eo8_H0-L0,train
1etz_B0-A0,train
1etz_H0-L0,train
1fsk_C0-B0,train
1fsk_F0-E0,train
1fsk_I0-H0,train
1fsk_L0-K0,train
8esv_H0-L0,train
6bdz_H0-L0,train
8j7v_E0-C0,train
8j7v_F0-D0,train
8j7w_E0-C0,train
8j7w_F0-D0,train
8j7t_E0-C0,train
8j7t_F0-D0,train
8j7x_E0-C0,train
8j7x_F0-D0,train
8j80_E0-C0,train
8j80_F0-D0,train
8j7y_E0-C0,train
8j7y_F0-D0,train
8j7u_E0-C0,train
8j7u_F0-D0,train
8szy_C0-D0,train
8szy_A0-B0,train
8szy_I0-M0,train
8szy_H0-L0,train
7wwm_H0-L0,train
7wwm_I0-M0,train
7wwm_J0-N0,train
8bk2_H0-L0,train
8bk2_D0-E0,train
8bk2_F0-G0,train
8d01_H0-L0,train
8d01_A0-B0,train
8f2j_A0-B0,train
8f2j_D0-F0,train
8f2j_H0-L0,train
8f2j_I0-J0,train
8smt_A0-B0,train
8smt_D0-F0,train
8smt_H0-L0,train
8smt_I0-J0,train
8gbw_H0-L0,valid
8gpk_A0-B0,train
8gpk_C0-D0,train
8gs9_H0-K0,train
8gsd_H0-L0,train
8gsc_H0-L0,train
8hec_G0-F0,train
8hec_E0-D0,train
8hec_I0-H0,train
8j7e_C0-D0,train
8j7e_A0-B0,train
8ol9_B0-A0,train
6x1w_H0-L0,train
7mw6_D0-E0,train
7mw6_H0-L0,train
7mw6_F0-G0,train
7mw5_H0-L0,train
7mw5_F0-G0,train
7mw5_D0-E0,train
7t92_H0-L0,train
7ucg_D0-E0,train
7ucg_C0-F0,train
7ucg_N0-O0,train
7ugn_G0-J0,train
7ugn_H0-K0,train
7ugn_I0-L0,train
7ugq_G0-J0,train
7ugq_H0-K0,train
7ugq_I0-L0,train
7uov_H0-L0,train
7uov_D0-E0,train
7uov_F0-G0,train
8bf0_H0-L0,train
8fba_C0-D0,train
8fba_A0-B0,train
7fab_H0-L0,train
7qt3_C0-D0,train
7qt3_A0-B0,train
7qt4_A0-B0,train
7qti_G0-H0,train
7qti_B0-C0,train
7qti_I0-J0,train
7qti_F0-E0,train
7qu1_A0-B0,test
7qu2_A0-B0,train
7quh_H0-L0,train
2fjh_B0-A0,train
2fjh_H0-L0,train
2fl5_H0-L0,train
2fl5_B0-A0,train
2fl5_D0-C0,train
2fl5_F0-E0,train
2g2r_B0-A0,train
2g2r_H0-L0,train
2g5b_B0-A0,train
2g5b_D0-C0,train
2g5b_F0-E0,train
2g5b_H0-G0,train
2g60_H0-L0,train
2gcy_B0-A0,train
2ghw_D0-D1,train
2ghw_B0-B1,train
2gsi_B0-A0,train
2gsi_D0-C0,train
2gsi_F0-E0,train
2gsi_H0-G0,train
2h1p_H0-L0,train
8c8t_H0-K0,train
8c8t_C0-D0,train
8u4v_H0-L0,train
5jo4_A0-B0,train
5jqd_D0-A0,train
5jqd_C0-B0,train
5jo4_C0-D0,train
5jor_H0-L0,train
5jor_B0-C0,train
5jor_F0-E0,train
5jor_D0-A0,train
5jop_H0-L0,train
5jop_E0-D0,train
5jq6_H0-L0,train
5jw5_H0-L0,train
5jw5_A0-B0,train
7vgr_F0-E0,train
7vgr_D0-C0,train
7vgs_F0-E0,train
7vgs_D0-C0,train
7zf3_A0-B0,train
7zf6_H0-L0,test
3vfg_H0-L0,train
6ewb_E0-F0,train
6ewb_G0-I0,train
6ewb_H0-L0,train
6ewb_J0-K0,train
6fy0_H0-L0,train
6fy0_I0-M0,train
6fy1_Y0-Z0,train
6fy1_H0-L0,train
6fy2_H0-L0,train
6fy2_X0-Y0,train
6pzg_H0-L0,test
6pzh_H0-L0,train
6pzh_B0-A0,train
6pzw_K0-I0,train
6pzw_F0-E0,train
6pzw_J0-G0,train
6pzw_H0-L0,train
6pzy_C0-D0,train
6pzy_G0-J0,train
6pzy_H0-K0,train
6pzy_I0-L0,train
6q0h_H0-L0,train
6q0i_H0-L0,train
6q0l_H0-L0,train
6q19_H0-L0,train
6q1a_H0-L0,train
6q1k_H0-L0,train
6q1e_H0-L0,train
6q0e_H0-L0,train
6q1g_H0-L0,train
6q18_H0-L0,train
6q1j_H0-L0,train
6q0o_Z0-B0,train
6q1z_D0-C0,train
6q1z_H0-L0,train
6q23_H0-L0,train
6q23_E0-F0,train
6q23_G0-I0,train
6q23_J0-K0,train
6qcu_H0-L0,train
6qd7_H0-L0,train
6qd7_U0-P0,train
6qd7_X0-Z0,train
6qd8_W0-Z0,train
6qd8_Q0-Y0,train
6qd8_H0-L0,train
6e1k_F0-E0,train
6e1k_D0-C0,train
6e3h_H0-L0,train
6e4x_Z0-Y0,valid
6e56_G0-I0,test
6e56_H0-J0,unassigned
6jhs_E0-D0,train
6x87_K0-L0,train
6x87_M0-N0,train
6x87_I0-J0,train
6x87_G0-H0,train
6x87_E0-F0,train
6x87_C0-D0,train
6x87_A0-B0,train
6x8p_H0-L0,train
6x8q_H0-L0,train
6x8s_H0-L0,train
6x8u_H0-L0,train
7l77_H0-L0,valid
4c83_C0-D0,train
4c83_A0-B0,train
4cad_B0-A0,train
4cad_E0-D0,train
4cad_H0-G0,train
4cad_K0-J0,train
5xaj_A0-B0,train
5xaj_H0-L0,train
4cmh_B0-C0,train
4cni_H0-L0,train
4cni_A0-B0,train
4lvo_C0-B0,train
4lvn_C0-B0,train
7so9_M0-L0,train
7so9_E0-D0,train
7so9_H0-G0,train
7k43_H0-L0,train
7k43_F0-G0,train
7k43_C0-D0,train
7lxy_E0-D0,train
7lxy_F0-C0,train
7lxy_M0-K0,train
7lxz_E0-D0,train
7lxz_F0-C0,train
7lxz_M0-L0,train
7ly2_E0-D0,train
7ly2_F0-C0,train
7ly2_M0-K0,train
8dlw_C0-D0,train
8dlw_F0-G0,train
8dlw_H0-L0,train
7n8h_E0-D0,train
7n8h_H0-G0,train
7n8h_M0-L0,train
7so9_C0-B0,train
7so9_J0-I0,train
7so9_O0-N0,train
7soa_H0-L0,train
7sob_C0-B0,train
7sob_M0-L0,train
7sob_F0-E0,train
7sod_H0-L0,train
8gtq_H0-L0,train
8gtq_I0-M0,train
8gtq_J0-N0,train
7n8h_O0-N0,train
7n8h_C0-B0,train
7n8h_J0-I0,train
7n8i_H0-L0,train
7tlz_B0-A0,train
7tm0_E0-D0,train
7tm0_G0-F0,train
7tm0_I0-H0,train
7soe_B0-L0,train
7soe_E0-D0,train
7soe_H0-G0,train
7phu_B0-C0,train
7phu_D0-E0,train
6rcs_A0-B0,train
7phv_E0-F0,train
7phv_B0-C0,train
7pi3_D0-E0,train
7pi3_K0-L0,train
7pi3_R0-S0,train
7pi3_Y0-Z0,train
7phw_B0-C0,train
7phw_E0-F0,train
7pi3_a0-b0,train
7pi3_F0-G0,train
7pi3_M0-N0,train
7pi3_T0-U0,train
7pi7_E0-F0,train
7pi7_B0-C0,train
7tas_H0-L0,train
7tat_H0-L0,train
7tat_D0-E0,train
7tat_F0-G0,train
7ufq_H0-L0,train
7ufq_B0-D0,train
7lkg_A0-B0,train
7lkg_D0-E0,train
6hig_H0-L0,train
1i7z_D0-C0,train
1i7z_B0-A0,train
2fbj_H0-L0,train
2fd6_H0-L0,train
2fat_H0-L0,train
3bt2_H0-L0,train
3g5x_B0-A0,train
3g5x_D0-C0,train
3g5z_B0-A0,train
3g5v_B0-A0,train
3g5y_B0-A0,train
3g6a_H0-L0,train
3g6a_B0-A0,train
3g6d_H0-L0,train
3g6j_H0-G0,train
3g6j_F0-E0,train
3gb7_A0-B0,train
3hpl_A0-B0,train
3or6_A0-B0,train
2nlj_B0-A0,train
2p7t_A0-B0,train
1r3k_B0-A0,train
4msw_A0-B0,train
2atk_A0-B0,train
1s5h_B0-A0,train
2hfe_A0-B0,train
2hjf_A0-B0,train
2hvj_A0-B0,train
2hvk_A0-B0,train
2ih1_A0-B0,train
2ih3_A0-B0,train
2itc_A0-B0,train
2itd_A0-B0,train
1zwi_A0-B0,train
2h8p_A0-B0,train
3or7_A0-B0,train
2w0f_A0-B0,train
5vk6_A0-B0,train
5vkh_A0-B0,train
6by2_A0-B0,train
2boc_A0-B0,train
7mub_A0-B0,train
2bob_A0-B0,train
3iga_A0-B0,train
4lbe_A0-B0,train
5e1a_A0-B0,train
6by3_A0-B0,train
3stz_A0-B0,train
3stl_A0-B0,train
3f5w_A0-B0,train
3f7v_A0-B0,train
3f7y_A0-B0,train
3fb5_A0-B0,train
3fb6_A0-B0,train
3fb7_A0-B0,train
3fb8_A0-B0,train
5ec1_A0-B0,train
7mhr_A0-B0,train
7mhx_A0-B0,train
7mjt_A0-B0,train
7mk6_A0-B0,train
2hg5_A0-B0,train
2jk5_A0-B0,train
5ebw_A0-B0,train
2dwd_A0-B0,train
5j9p_A0-B0,train
5ebl_A0-B0,train
5ebm_A0-B0,train
5ec2_A0-B0,train
7sqw_A0-B0,train
6pa0_A0-B0,train
7rp0_A0-B0,train
2dwe_A0-B0,train
7m2h_A0-B0,train
7m2h_D0-E0,train
7m2i_A0-B0,train
7m2j_A0-B0,train
7mdj_A0-B0,train
1r3i_H0-L0,train
1r3j_B0-A0,train
1r3l_B0-A0,train
4lcu_A0-B0,train
6w0f_A0-B0,train
6w0g_A0-B0,train
6w0h_A0-B0,train
6w0i_A0-B0,train
6w0j_A0-B0,train
5vke_A0-B0,train
4uuj_A0-B0,train
6nfu_A0-B0,train
6nfv_A0-B0,train
6w0a_A0-B0,train
3gbm_H0-L0,train
3gbm_I0-M0,train
3gbn_H0-L0,train
8f38_D0-G0,train
8f38_E0-H0,train
8f38_F0-I0,train
8dim_B0-C0,train
8dim_E0-F0,train
8dim_H0-I0,train
8dis_A0-C0,train
8dis_B0-G0,train
8dis_H0-L0,train
8diu_G0-C0,train
8diu_E0-F0,train
8diu_H0-I0,train
3ghe_H0-L0,train
3gi9_H0-L0,train
3gi8_H0-L0,train
3gje_H0-L0,train
3gje_B0-A0,train
3gjf_H0-L0,train
3gjf_M0-K0,train
3gk8_H0-L0,train
7m3l_H20-L20,train
7m3n_H0-L0,train
3gkw_H0-L0,train
3gkz_A0-A1,train
3gm0_A0-A1,train
4las_H0-H1,train
4laq_H0-H1,train
4lar_H0-H1,train
4gqp_H0-H1,train
3gnm_H0-L0,train
3go1_H0-L0,valid
3grw_H0-L0,test
3h0t_B0-A0,test
3h42_H0-L0,train
5oca_H0-L0,train
4k8r_H0-L0,train
3hae_H0-L0,train
3hae_I0-G0,train
3hae_O0-N0,train
3hae_T0-S0,train
3hb3_C0-D0,train
1ar1_C0-D0,train
1mqk_H0-L0,train
1qle_H0-L0,train
3ehb_C0-D0,train
3hc0_A0-B0,train
3hc0_H0-L0,train
3hc3_H0-L0,train
3hc4_H0-L0,train
3hfm_H0-L0,train
2yss_B0-A0,train
3a6c_H0-L0,train
1j1o_H0-L0,train
1j1p_H0-L0,train
1j1x_H0-L0,train
1ua6_H0-L0,train
1uac_H0-L0,train
1c08_B0-A0,train
1ic4_H0-L0,train
1ic5_H0-L0,train
1ic7_H0-L0,train
5vjo_C0-D0,train
5vjo_A0-B0,train
3a6b_H0-L0,train
2dqc_H0-L0,train
2dqd_H0-L0,train
2dqe_H0-L0,train
2dqf_E0-D0,train
2dqf_B0-A0,train
2dqg_H0-L0,train
2dqh_H0-L0,train
5ayu_H0-L0,train
3d9a_H0-L0,train
2dqi_H0-L0,train
2dqj_H0-L0,train
2eks_B0-A0,train
2eiz_B0-A0,train
6p4b_H0-L0,train
6p4b_B0-A0,train
6p4c_H0-L0,train
3a67_H0-L0,train
6p4a_H0-L0,train
8gq1_H0-L0,train
3hi1_H0-L0,train
3hi1_B0-A0,train
1u6a_H0-L0,train
3hi5_H0-L0,train
3hi6_H0-L0,train
3hi6_X0-Y0,train
3hmx_H0-L0,train
3hmw_H0-L0,train
3hns_H0-L0,train
3hnt_H0-L0,train
3hnv_H0-L0,train
4ods_H0-L0,train
5dq9_A0-B0,train
5dq9_C0-D0,train
5dq9_H0-L0,train
7sx6_H0-L0,train
7sx6_B0-C0,train
7uxl_A0-B0,train
8dk6_H0-L0,train
4web_H0-L0,train
7mww_H0-L0,train
7mwx_A0-B0,train
7mwx_E0-F0,train
8gng_H0-L0,train
8gng_Z0-Y0,train
3vga_C0-B0,train
3vg9_C0-B0,train
2otu_B0-A0,train
2otu_F0-E0,train
2otu_H0-G0,train
2otu_D0-C0,train
2otw_B0-A0,train
2otw_D0-C0,train
2gsg_B0-A0,train
2gsg_D0-C0,train
2wub_H0-L0,train
2wub_R0-Q0,train
2wuc_H0-L0,train
3k2u_H0-L0,train
2ymx_H0-L0,train
2ypv_H0-L0,train
3mnv_D0-C0,train
3mnz_B0-A0,train
3mo1_B0-A0,train
3mnw_B0-A0,train
3moa_H0-L0,train
3mob_H0-L0,train
3mod_H0-L0,train
3lev_H0-L0,train
2p8l_B0-A0,train
2p8m_B0-A0,train
2p8p_B0-A0,train
2pr4_H0-L0,train
2pw1_B0-A0,train
2pw2_B0-A0,train
1u8k_B0-A0,train
1u8l_B0-A0,train
1u8m_B0-A0,train
1u8n_B0-A0,train
1u8o_B0-A0,train
1u8p_B0-A0,train
1u8q_B0-A0,train
1u91_B0-A0,train
1u92_B0-A0,train
1u93_B0-A0,train
1u95_B0-A0,train
1tjg_H0-L0,train
1tjh_H0-L0,train
1tji_H0-L0,train
1u8h_B0-A0,train
1u8i_B0-A0,train
3bqu_B0-A0,train
3d0v_B0-A0,train
3idm_B0-A0,train
3idg_B0-A0,train
3idi_B0-A0,train
3idj_B0-A0,train
3idn_B0-A0,train
3drq_B0-A0,train
3drt_B0-A0,train
3d0l_B0-A0,train
1u8j_B0-A0,train
2f5b_H0-L0,train
3mxw_H0-L0,train
3mxv_H0-L0,train
3n85_H0-L0,train
3n9g_H0-L0,test
3na9_H0-L0,valid
3naa_H0-L0,train
3nab_H0-L0,unassigned
3nac_H0-L0,train
3ncj_H0-L0,train
6rnn_H0-L0,train
6rnn_D0-C0,train
6s3t_D0-C0,train
6s3t_E0-I0,train
6s3t_N0-M0,train
6s3t_R0-Q0,train
6rp8_h0-l0,train
6rp8_H0-L0,train
6jc2_H0-L0,train
7elx_H0-L0,train
7elx_h0-l0,train
5xj3_A0-B0,train
5xj3_D0-E0,train
5xj3_G0-H0,train
5xj3_J0-K0,train
5tru_H0-L0,train
5tru_h0-l0,train
6rps_H0-L0,train
6rps_N0-M0,train
6wk4_A0-B0,train
6wkl_A0-B0,train
6xjq_H0-L0,test
6xjq_C0-D0,unassigned
6mwn_C0-D0,unassigned
6mwn_H0-L0,unassigned
6xjz_C0-D0,unassigned
6xjz_H0-L0,unassigned
6xjw_C0-D0,unassigned
6xjw_H0-L0,unassigned
6xjy_C0-D0,unassigned
6xjy_H0-L0,unassigned
4lkx_A0-B0,test
7ox2_A0-L0,train
7ox2_B0-C0,train
7ox2_D0-E0,train
7ox2_J0-K0,train
7ox3_A0-B0,train
7vyt_H0-L0,train
7vyt_B0-C0,train
7w9e_D0-E0,train
7wch_D0-E0,train
7wch_H0-L0,train
7wch_M0-N0,train
7wck_A0-B0,train
7zf9_H0-L0,train
7zf9_A0-B0,train
7zf8_H0-L0,train
7bei_H0-L0,train
7nd5_H0-L0,train
2dtm_H0-L0,train
2dqt_H0-L0,train
2dqu_H0-L0,train
2zck_H0-L0,train
2zcl_H0-L0,train
2zch_H0-L0,train
3c09_C0-B0,train
3c09_H0-L0,train
3c08_H0-L0,train
5vr9_A0-B0,train
5vr9_H0-L0,train
5vsi_H0-L0,train
3eo0_B0-A0,train
3eo0_D0-C0,train
4kxz_H0-L0,train
4kxz_J0-I0,train
4kxz_N0-M0,train
4kxz_Q0-P0,train
4kv5_E0-E1,train
4kv5_J0-J1,train
4kv5_H0-H1,train
4kv5_G0-G1,train
3eo1_B0-A0,train
3eo1_E0-D0,train
3eo1_H0-G0,train
3eo1_K0-J0,train
3eo9_H0-L0,valid
3eoa_H0-L0,unassigned
3eoa_B0-A0,unassigned
3eyv_H0-L0,train
3eyv_B0-A0,train
1s3k_H0-L0,train
3iu3_C0-D0,train
3iu3_A0-B0,train
3iu3_H0-L0,train
1mim_H0-L0,train
3raj_H0-L0,train
4gxv_H0-L0,valid
4gxv_I0-M0,unassigned
4gxu_Q0-R0,unassigned
4gxu_U0-V0,unassigned
4gxu_W0-X0,unassigned
4gxu_M0-N0,unassigned
4gxu_O0-P0,unassigned
4gxu_S0-T0,unassigned
4h0g_A0-A1,train
4h0h_B0-B1,train
4h0i_A0-A1,train
5i4f_A0-A1,train
5vf2_A0-A1,train
7mw2_D0-E0,train
7mw2_H0-L0,train
7mw2_F0-G0,train
7mw3_H0-L0,train
7mw3_F0-G0,train
7mw3_D0-E0,train
7mw4_H0-L0,train
7mw4_D0-E0,train
7mw4_F0-G0,train
8bec_C0-C1,train
8bec_A0-A1,train
8cby_H0-L0,train
8cbx_H0-L0,train
8cbz_H0-L0,train
8cc0_H0-L0,train
8cc1_H0-L0,train
8eli_H0-L0,train
8f7z_E0-F0,train
8f7z_A0-B0,train
8f7z_C0-D0,train
8f7z_G0-H0,train
8euv_G0-H0,train
8euv_I0-J0,train
8euv_K0-L0,train
6ucf_H0-L0,train
6me1_A0-B0,train
6me1_C0-D0,train
5i8c_A0-B0,train
5i8e_A0-B0,train
5i8e_C0-D0,train
8euw_G0-H0,train
8euw_I0-J0,train
8euw_K0-L0,train
8euu_G0-H0,train
8euu_K0-L0,train
8euu_I0-J0,train
8evg_M0-M1,train
8evg_N0-N1,train
8evh_M0-M1,train
8evh_N0-N1,train
8evi_M0-M1,train
8evi_N0-N1,train
8syp_M0-M1,train
8syp_N0-N1,train
7k60_M1-M0,train
7k60_N1-N0,train
7k61_M1-M0,train
7k61_N1-N0,train
7k78_K0-K1,train
7k78_L0-L1,train
7k63_M1-M0,train
7k63_N1-N0,train
8sps_K0-K1,train
8sps_N0-N1,train
6dzt_M0-M1,train
6dzt_N0-N1,train
6e0c_N0-N1,train
6e0c_M0-M1,train
6e0p_M0-M1,train
6e0p_N0-N1,train
7k5x_M1-M0,train
7k5x_N1-N0,train
7k5y_M1-M0,train
7k5y_N1-N0,train
8dk5_K0-K1,train
8dk5_N0-N1,train
8spu_N0-N1,train
8spu_K0-K1,train
7u0i_K0-K1,train
7u0i_N0-N1,train
7u0j_K0-K1,train
7u0j_N0-N1,train
1um4_H0-L0,train
1um5_H0-L0,train
1um6_H0-L0,train
1uyw_M0-N0,train
1uyw_H0-L0,train
1v7m_H0-L0,train
1v7m_I0-M0,train
2zkh_H0-L0,train
1v7n_H0-L0,train
1v7n_I0-M0,train
1v7n_J0-N0,train
1v7n_K0-O0,train
1vge_H0-L0,valid
3vi4_H0-L0,train
3vi4_F0-E0,train
3vi3_F0-E0,train
3vi3_H0-L0,train
3wsq_H0-L0,train
5fgb_E0-B0,train
5fgb_C0-A0,train
5fgc_E0-B0,valid
7k76_A0-B0,unassigned
7k76_H0-L0,valid
7k75_A0-B0,unassigned
7k75_C0-D0,unassigned
7k75_I0-J0,unassigned
7k75_M0-N0,unassigned
7u63_H0-L0,train
7u63_B0-A0,train
7u63_D0-C0,train
7u9e_B0-B1,train
7jum_H0-H1,train
7jum_I0-I1,train
7jum_J0-J1,train
7ua2_B0-B1,train
7ufw_H0-H1,train
7ufw_I0-I1,train
7u9e_H0-H1,train
1fe8_H0-L0,train
1fe8_I0-M0,train
1fe8_J0-N0,train
1riu_H0-L0,train
1riv_H0-L0,train
1qyg_H0-L0,train
1rfd_H0-L0,train
1rjl_B0-A0,train
1rmf_H0-L0,train
1ru9_H0-L0,train
1rua_H0-L0,train
1ruk_H0-L0,train
1rul_H0-L0,train
1rum_H0-L0,train
1rup_H0-L0,train
1ncw_H0-L0,train
1nd0_B0-A0,train
1nd0_D0-C0,train
1nd0_F0-E0,train
1nd0_H0-G0,train
3ejz_C0-D0,train
3ejz_E0-F0,train
4lou_C0-D0,train
4lou_E0-F0,train
2hlf_C0-D0,train
2hlf_E0-F0,train
2ht2_C0-D0,train
2ht2_E0-F0,train
2ht3_C0-D0,train
2ht3_E0-F0,train
2ht4_C0-D0,train
2ht4_E0-F0,train
2htk_C0-D0,train
2htk_E0-F0,train
2htl_C0-D0,train
2htl_E0-F0,train
4kkc_C0-D0,train
4kkc_E0-F0,train
4ene_C0-D0,train
4ene_E0-F0,train
4kjw_E0-F0,train
4kjw_C0-D0,train
4kk5_C0-D0,train
4kk5_E0-F0,train
4kk6_C0-D0,train
4kk6_E0-F0,train
4kk8_C0-D0,train
4kk8_E0-F0,train
4kk9_C0-D0,train
4kk9_E0-F0,train
4kka_C0-D0,train
4kka_E0-F0,train
4kkb_C0-D0,train
4kkb_E0-F0,train
4kkl_C0-D0,train
4kkl_E0-F0,train
4kjq_C0-D0,train
4kjq_E0-F0,train
3ejy_C0-D0,train
3ejy_E0-F0,train
6ad7_C0-D0,train
6ad7_E0-F0,train
6ad8_C0-D0,train
6ad8_E0-F0,train
3det_C0-D0,train
3det_E0-F0,train
6k5i_C0-D0,train
6k5i_E0-F0,train
2exw_C0-D0,train
2exw_E0-F0,train
2exy_E0-F0,train
2exy_C0-D0,train
2fed_E0-F0,train
2fed_C0-D0,train
2fee_J0-O0,train
2fee_I0-L0,train
2h2p_C0-D0,train
2h2p_E0-F0,train
2h2s_C0-D0,train
2h2s_E0-F0,train
4kjp_C0-D0,train
4kjp_E0-F0,train
5hd8_C0-D0,train
5hd8_E0-F0,train
7cvt_C0-D0,train
7cvt_E0-F0,train
6adb_C0-D0,train
6adb_E0-F0,train
7cvs_C0-D0,train
7cvs_E0-F0,train
2r9h_E0-F0,train
2r9h_C0-D0,train
6ada_C0-D0,train
6ada_E0-F0,train
6adc_C0-D0,train
6adc_E0-F0,train
6k5d_C0-D0,train
6k5d_E0-F0,train
5f6h_K0-L0,train
5f6h_I0-J0,train
5f6h_M0-N0,train
5f6h_O0-P0,train
5f72_S0-S1,train
5f72_T0-T1,train
5f7e_H0-L0,train
5fec_A0-B0,train
5fec_H0-L0,train
7nw3_H0-L0,train
6shg_H0-L0,train
7njz_H0-L0,train
4s2s_H0-L0,train
4s2s_A0-B0,train
7nwl_D0-E0,train
7ceb_C0-D0,train
5xcx_A0-B0,train
7nx6_H0-L0,train
7nx7_H0-L0,train
7nx8_H0-L0,train
7nx9_H0-L0,train
7nxa_H0-L0,train
7nxb_H0-L0,train
6zcz_H0-L0,train
8bcz_E0-F0,train
7qnw_H0-L0,train
7qnx_H0-L0,train
7zf3_H0-L0,train
7o2z_H0-L0,train
7o30_B0-A0,train
7o30_H0-L0,train
7o31_H0-L0,train
7o33_H0-L0,train
7o52_H0-L0,unassigned
7o4y_H0-L0,valid
